accession,localization
A5PLN9-4,Large Protein Complex 
A5PLN9-4,Large Protein Complex 
Q9UL33,Large Protein Complex 
Q9UL33,Large Protein Complex 
Q9UL33,Large Protein Complex 
O43617,Large Protein Complex 
O43617,Large Protein Complex 
O43617,Large Protein Complex 
O43617,Large Protein Complex 
O43617,Large Protein Complex 
O43617,Large Protein Complex 
Q9Y296,Large Protein Complex 
Q9Y296,Large Protein Complex 
Q9Y296,Large Protein Complex 
Q9Y296,Large Protein Complex 
Q8IUR0,Large Protein Complex 
Q8IUR0,Large Protein Complex 
Q8IUR0,Large Protein Complex 
Q9Y2L5,Large Protein Complex 
Q9Y2L5,Large Protein Complex 
Q9Y2L5,Large Protein Complex 
Q9Y2L5,Large Protein Complex 
Q9Y2L5,Large Protein Complex 
Q9Y2L5,Large Protein Complex 
Q96Q05,Large Protein Complex 
P68363,Large Protein Complex 
P68363,Large Protein Complex 
P68363,Large Protein Complex 
P68363,Large Protein Complex 
P68363,Large Protein Complex 
P68363,Large Protein Complex 
Q9BQE3,Large Protein Complex 
Q9BQE3,Large Protein Complex 
Q9BQE3,Large Protein Complex 
Q9BQE3,Large Protein Complex 
Q9BQE3,Large Protein Complex 
Q9BQE3,Large Protein Complex 
P68366,Large Protein Complex 
P68366,Large Protein Complex 
P68366,Large Protein Complex 
P68366,Large Protein Complex 
P68366,Large Protein Complex 
P07437,Large Protein Complex 
P07437,Large Protein Complex 
P07437,Large Protein Complex 
P07437,Large Protein Complex 
P07437,Large Protein Complex 
P07437,Large Protein Complex 
P68371,Large Protein Complex 
P68371,Large Protein Complex 
P68371,Large Protein Complex 
P68371,Large Protein Complex 
P68371,Large Protein Complex 
P68371,Large Protein Complex 
Q9BUF5,Large Protein Complex 
Q9BUF5,Large Protein Complex 
Q9BUF5,Large Protein Complex 
Q9BUF5,Large Protein Complex 
Q9BUF5,Large Protein Complex 
Q9BUF5,Large Protein Complex 
Q3ZCM7,Large Protein Complex 
Q3ZCM7,Large Protein Complex 
Q3ZCM7,Large Protein Complex 
Q3ZCM7,Large Protein Complex 
Q3ZCM7,Large Protein Complex 
Q9BYJ9,Large Protein Complex 
Q9BYJ9,Large Protein Complex 
Q9BYJ9,Large Protein Complex 
Q9BYJ9,Large Protein Complex 
Q9BYJ9,Large Protein Complex 
Q9BYJ9,Large Protein Complex 
Q9Y5A9,Large Protein Complex 
Q9Y5A9,Large Protein Complex 
Q9Y5A9,Large Protein Complex 
Q9Y5A9,Large Protein Complex 
Q9Y5A9,Large Protein Complex 
Q9Y5A9,Large Protein Complex 
Q7Z739,Large Protein Complex 
Q7Z739,Large Protein Complex 
Q7Z739,Large Protein Complex 
Q7Z739,Large Protein Complex 
Q7Z739,Large Protein Complex 
Q7Z739,Large Protein Complex 
P31946,Large Protein Complex 
P31946,Large Protein Complex 
P31946,Large Protein Complex 
P31946,Large Protein Complex 
P31946,Large Protein Complex 
P31946,Large Protein Complex 
P62258,Large Protein Complex 
P62258,Large Protein Complex 
P62258,Large Protein Complex 
P62258,Large Protein Complex 
P62258,Large Protein Complex 
P62258,Large Protein Complex 
P61981,Large Protein Complex 
P61981,Large Protein Complex 
P61981,Large Protein Complex 
P61981,Large Protein Complex 
P61981,Large Protein Complex 
P61981,Large Protein Complex 
Q04917,Large Protein Complex 
Q04917,Large Protein Complex 
Q04917,Large Protein Complex 
Q04917,Large Protein Complex 
Q04917,Large Protein Complex 
Q04917,Large Protein Complex 
P27348,Large Protein Complex 
P27348,Large Protein Complex 
P27348,Large Protein Complex 
P27348,Large Protein Complex 
P27348,Large Protein Complex 
P27348,Large Protein Complex 
P63104,Large Protein Complex 
P63104,Large Protein Complex 
P63104,Large Protein Complex 
P63104,Large Protein Complex 
P63104,Large Protein Complex 
P63104,Large Protein Complex 
P11117,Lysosome 
P11117,Lysosome 
P11117,Lysosome 
P11117,Lysosome 
P11117,Lysosome 
P11117,Lysosome 
P15848,Lysosome 
P15848,Lysosome 
Q13510,Lysosome 
Q13510,Lysosome 
Q13510,Lysosome 
Q13510,Lysosome 
Q13510,Lysosome 
Q13510,Lysosome 
P51798,Lysosome 
P51798,Lysosome 
P51798,Lysosome 
P51798,Lysosome 
P51798,Lysosome 
P51798,Lysosome 
O75629,Lysosome 
P10619,Lysosome 
P10619,Lysosome 
P10619,Lysosome 
P10619,Lysosome 
P10619,Lysosome 
P10619,Lysosome 
P07858,Lysosome 
P07858,Lysosome 
P07858,Lysosome 
P07858,Lysosome 
P07858,Lysosome 
P07858,Lysosome 
P53634,Lysosome 
P53634,Lysosome 
P53634,Lysosome 
P53634,Lysosome 
P53634,Lysosome 
P53634,Lysosome 
P07339,Lysosome 
P07339,Lysosome 
P07339,Lysosome 
P07339,Lysosome 
P07339,Lysosome 
P07339,Lysosome 
P07711,Lysosome 
P07711,Lysosome 
P07711,Lysosome 
P07711,Lysosome 
Q9UBR2,Lysosome 
Q9UBR2,Lysosome 
Q9UBR2,Lysosome 
Q9UBR2,Lysosome 
Q9UBR2,Lysosome 
Q9UBR2,Lysosome 
O00115,Lysosome 
O00115,Lysosome 
O00115,Lysosome 
O00115,Lysosome 
O00115,Lysosome 
O00115,Lysosome 
P10253,Lysosome 
P10253,Lysosome 
P10253,Lysosome 
P10253,Lysosome 
P10253,Lysosome 
P10253,Lysosome 
P04062,Lysosome 
P04062,Lysosome 
P04062,Lysosome 
P04062,Lysosome 
P04062,Lysosome 
P04062,Lysosome 
Q92820,Lysosome 
Q92820,Lysosome 
Q92820,Lysosome 
Q92820,Lysosome 
Q92820,Lysosome 
Q92820,Lysosome 
P16278,Lysosome 
P16278,Lysosome 
P16278,Lysosome 
P16278,Lysosome 
P16278,Lysosome 
P16278,Lysosome 
Q8WWB7-2,Lysosome 
P15586,Lysosome 
P15586,Lysosome 
P15586,Lysosome 
P15586,Lysosome 
P15586,Lysosome 
P15586,Lysosome 
P06865,Lysosome 
P06865,Lysosome 
P06865,Lysosome 
P06865,Lysosome 
P06865,Lysosome 
P06865,Lysosome 
P07686,Lysosome 
P07686,Lysosome 
P07686,Lysosome 
P07686,Lysosome 
P07686,Lysosome 
P07686,Lysosome 
P13284,Lysosome 
P13284,Lysosome 
P13284,Lysosome 
P13284,Lysosome 
P13284,Lysosome 
P13284,Lysosome 
P11279,Lysosome 
P11279,Lysosome 
P11279,Lysosome 
P11279,Lysosome 
P11279,Lysosome 
P11279,Lysosome 
P13473-2,Lysosome 
P13473-2,Lysosome 
P13473-2,Lysosome 
P13473-2,Lysosome 
P13473-2,Lysosome 
P13473-2,Lysosome 
Q6IAA8,Lysosome 
Q6IAA8,Lysosome 
Q6IAA8,Lysosome 
Q6IAA8,Lysosome 
Q6IAA8,Lysosome 
Q6IAA8,Lysosome 
Q9Y2Q5,Lysosome 
Q9Y2Q5,Lysosome 
Q9Y2Q5,Lysosome 
Q9Y2Q5,Lysosome 
Q9Y2Q5,Lysosome 
Q9UHA4,Lysosome 
Q9UHA4,Lysosome 
Q9UHA4,Lysosome 
Q0VGL1,Lysosome 
O43504,Lysosome 
O43504,Lysosome 
O43504,Lysosome 
O43504,Lysosome 
O43504,Lysosome 
O43504,Lysosome 
O00754,Lysosome 
O00754,Lysosome 
O00754,Lysosome 
O00754,Lysosome 
O00754,Lysosome 
O00754,Lysosome 
P17050,Lysosome 
P17050,Lysosome 
P54802,Lysosome 
P54802,Lysosome 
P54802,Lysosome 
P54802,Lysosome 
P54802,Lysosome 
Q99519,Lysosome 
Q99519,Lysosome 
Q99519,Lysosome 
O15118,Lysosome 
O15118,Lysosome 
O15118,Lysosome 
O15118,Lysosome 
O15118,Lysosome 
O15118,Lysosome 
P61916,Lysosome 
P61916,Lysosome 
P61916,Lysosome 
P61916,Lysosome 
Q8NHP8,Lysosome 
Q8NHP8,Lysosome 
Q8NHP8,Lysosome 
Q8NHP8,Lysosome 
Q8NHP8,Lysosome 
Q8NHP8,Lysosome 
P50897,Lysosome 
P50897,Lysosome 
P50897,Lysosome 
P50897,Lysosome 
P50897,Lysosome 
P42785,Lysosome 
P42785,Lysosome 
P42785,Lysosome 
P42785,Lysosome 
P42785,Lysosome 
P42785,Lysosome 
P07602,Lysosome 
P07602,Lysosome 
P07602,Lysosome 
P07602,Lysosome 
P07602,Lysosome 
P07602,Lysosome 
Q14108,Lysosome 
Q14108,Lysosome 
Q14108,Lysosome 
Q14108,Lysosome 
Q14108,Lysosome 
Q14108,Lysosome 
O14773,Lysosome 
O14773,Lysosome 
O14773,Lysosome 
O14773,Lysosome 
O14773,Lysosome 
Q5VT66,Mitochondrion
Q5VT66,Mitochondrion
Q5VT66,Mitochondrion
Q5VT66,Mitochondrion
Q5VT66,Mitochondrion
Q5VT66,Mitochondrion
Q969Z3,Mitochondrion
Q969Z3,Mitochondrion
Q969Z3,Mitochondrion
Q969Z3,Mitochondrion
Q5JTZ9,Mitochondrion
Q5JTZ9,Mitochondrion
Q5JTZ9,Mitochondrion
Q5JTZ9,Mitochondrion
Q5JTZ9,Mitochondrion
Q5JTZ9,Mitochondrion
P11310,Mitochondrion
P11310,Mitochondrion
P11310,Mitochondrion
P11310,Mitochondrion
P11310,Mitochondrion
P11310,Mitochondrion
P45954,Mitochondrion
P45954,Mitochondrion
P24752,Mitochondrion
P24752,Mitochondrion
P24752,Mitochondrion
P24752,Mitochondrion
P24752,Mitochondrion
P24752,Mitochondrion
Q9NPJ3,Mitochondrion
Q9NPJ3,Mitochondrion
Q9NPJ3,Mitochondrion
Q9NPJ3,Mitochondrion
Q9NPJ3,Mitochondrion
Q9NPJ3,Mitochondrion
P54819,Mitochondrion
P54819,Mitochondrion
P54819,Mitochondrion
P54819,Mitochondrion
P54819,Mitochondrion
P54819,Mitochondrion
P27144,Mitochondrion
P27144,Mitochondrion
P27144,Mitochondrion
P27144,Mitochondrion
P27144,Mitochondrion
P27144,Mitochondrion
Q92667,Mitochondrion
Q92667,Mitochondrion
Q92667,Mitochondrion
Q92667,Mitochondrion
Q92667,Mitochondrion
Q92667,Mitochondrion
P30837,Mitochondrion
P30837,Mitochondrion
P30837,Mitochondrion
P30837,Mitochondrion
P30837,Mitochondrion
P30837,Mitochondrion
P30038,Mitochondrion
P30038,Mitochondrion
P30038,Mitochondrion
P30038,Mitochondrion
P30038,Mitochondrion
P51649,Mitochondrion
P51649,Mitochondrion
P51649,Mitochondrion
P51649,Mitochondrion
P51649,Mitochondrion
P49419-2,Mitochondrion
P49419-2,Mitochondrion
P49419-2,Mitochondrion
P49419-2,Mitochondrion
P49419-2,Mitochondrion
P49419-2,Mitochondrion
Q8NCW5,Mitochondrion
Q8NCW5,Mitochondrion
Q8NCW5,Mitochondrion
Q8NCW5,Mitochondrion
Q8NCW5,Mitochondrion
Q8NCW5,Mitochondrion
P25705,Mitochondrion
P25705,Mitochondrion
P25705,Mitochondrion
P25705,Mitochondrion
P25705,Mitochondrion
P25705,Mitochondrion
P06576,Mitochondrion
P06576,Mitochondrion
P06576,Mitochondrion
P06576,Mitochondrion
P06576,Mitochondrion
P06576,Mitochondrion
P36542,Mitochondrion
P36542,Mitochondrion
P36542,Mitochondrion
P36542,Mitochondrion
P36542,Mitochondrion
P36542,Mitochondrion
P24539,Mitochondrion
P24539,Mitochondrion
P24539,Mitochondrion
P24539,Mitochondrion
P24539,Mitochondrion
P24539,Mitochondrion
O75947,Mitochondrion
O75947,Mitochondrion
O75947,Mitochondrion
O75947,Mitochondrion
O75947,Mitochondrion
O75947,Mitochondrion
P56385,Mitochondrion
P56385,Mitochondrion
P56385,Mitochondrion
P56385,Mitochondrion
P56385,Mitochondrion
P56385,Mitochondrion
O75964,Mitochondrion
O75964,Mitochondrion
O75964,Mitochondrion
O75964,Mitochondrion
O75964,Mitochondrion
O75964,Mitochondrion
P48047,Mitochondrion
P48047,Mitochondrion
P48047,Mitochondrion
P48047,Mitochondrion
P48047,Mitochondrion
P48047,Mitochondrion
Q9UII2,Mitochondrion
Q9UII2,Mitochondrion
Q9UII2,Mitochondrion
Q9UII2,Mitochondrion
Q9UII2,Mitochondrion
P12694,Mitochondrion
P12694,Mitochondrion
P12694,Mitochondrion
P12694,Mitochondrion
P12694,Mitochondrion
Q9HA77,Mitochondrion
Q9HA77,Mitochondrion
Q9HA77,Mitochondrion
Q9HA77,Mitochondrion
Q9HA77,Mitochondrion
Q9HA77,Mitochondrion
Q9NX63,Mitochondrion
Q9NX63,Mitochondrion
Q9NX63,Mitochondrion
Q9NX63,Mitochondrion
Q9NX63,Mitochondrion
Q9NX63,Mitochondrion
Q9NZ45,Mitochondrion
Q9NZ45,Mitochondrion
Q9NZ45,Mitochondrion
Q9NZ45,Mitochondrion
Q9NZ45,Mitochondrion
Q9NZ45,Mitochondrion
Q16740,Mitochondrion
Q16740,Mitochondrion
Q16740,Mitochondrion
Q16740,Mitochondrion
Q16740,Mitochondrion
Q16740,Mitochondrion
O76031,Mitochondrion
O76031,Mitochondrion
O76031,Mitochondrion
O76031,Mitochondrion
O76031,Mitochondrion
O76031,Mitochondrion
Q9Y2R0,Mitochondrion
Q96BR5,Mitochondrion
Q96BR5,Mitochondrion
Q96BR5,Mitochondrion
Q96BR5,Mitochondrion
Q96BR5,Mitochondrion
P13073,Mitochondrion
P13073,Mitochondrion
P13073,Mitochondrion
P13073,Mitochondrion
P13073,Mitochondrion
P13073,Mitochondrion
P20674,Mitochondrion
P20674,Mitochondrion
P20674,Mitochondrion
P20674,Mitochondrion
P20674,Mitochondrion
P20674,Mitochondrion
P09669,Mitochondrion
P09669,Mitochondrion
P09669,Mitochondrion
P09669,Mitochondrion
P09669,Mitochondrion
P09669,Mitochondrion
P31327,Mitochondrion
P31327,Mitochondrion
P31327,Mitochondrion
P31327,Mitochondrion
P31327,Mitochondrion
P31327,Mitochondrion
P50416,Mitochondrion
P50416,Mitochondrion
P50416,Mitochondrion
P50416,Mitochondrion
P50416,Mitochondrion
P50416,Mitochondrion
O75390,Mitochondrion
O75390,Mitochondrion
O75390,Mitochondrion
O75390,Mitochondrion
O75390,Mitochondrion
O75390,Mitochondrion
P99999,Mitochondrion
P99999,Mitochondrion
P99999,Mitochondrion
P99999,Mitochondrion
P99999,Mitochondrion
P99999,Mitochondrion
P51398,Mitochondrion
P51398,Mitochondrion
P51398,Mitochondrion
P51398,Mitochondrion
P51398,Mitochondrion
P51398,Mitochondrion
Q6PI48,Mitochondrion
Q6PI48,Mitochondrion
Q6PI48,Mitochondrion
Q6PI48,Mitochondrion
Q6PI48,Mitochondrion
Q6PI48,Mitochondrion
P11182,Mitochondrion
P11182,Mitochondrion
P11182,Mitochondrion
P11182,Mitochondrion
P11182,Mitochondrion
P11182,Mitochondrion
P10515,Mitochondrion
P10515,Mitochondrion
P10515,Mitochondrion
P10515,Mitochondrion
P10515,Mitochondrion
P10515,Mitochondrion
P09622,Mitochondrion
P09622,Mitochondrion
P09622,Mitochondrion
P09622,Mitochondrion
P09622,Mitochondrion
P09622,Mitochondrion
P36957,Mitochondrion
P36957,Mitochondrion
P36957,Mitochondrion
P36957,Mitochondrion
P36957,Mitochondrion
P36957,Mitochondrion
Q9Y5T4,Mitochondrion
Q9Y5T4,Mitochondrion
Q9Y5T4,Mitochondrion
P23919,Mitochondrion
P23919,Mitochondrion
P23919,Mitochondrion
P23919,Mitochondrion
P23919,Mitochondrion
P23919,Mitochondrion
Q5JPH6,Mitochondrion
P30084,Mitochondrion
P30084,Mitochondrion
P30084,Mitochondrion
P30084,Mitochondrion
P30084,Mitochondrion
P30084,Mitochondrion
P42126,Mitochondrion
P42126,Mitochondrion
P42126,Mitochondrion
P42126,Mitochondrion
P42126,Mitochondrion
P42126,Mitochondrion
Q9BQ52,Mitochondrion
Q9BQ52,Mitochondrion
Q9BQ52,Mitochondrion
Q9BQ52,Mitochondrion
Q9BQ52,Mitochondrion
Q9BQ52,Mitochondrion
P13804,Mitochondrion
P13804,Mitochondrion
P13804,Mitochondrion
P13804,Mitochondrion
P13804,Mitochondrion
P13804,Mitochondrion
P38117,Mitochondrion
P38117,Mitochondrion
P38117,Mitochondrion
P38117,Mitochondrion
P38117,Mitochondrion
P38117,Mitochondrion
O95363,Mitochondrion
O95363,Mitochondrion
P10109,Mitochondrion
P10109,Mitochondrion
P10109,Mitochondrion
P10109,Mitochondrion
P10109,Mitochondrion
P07954-2,Mitochondrion
P07954-2,Mitochondrion
P07954-2,Mitochondrion
P07954-2,Mitochondrion
P07954-2,Mitochondrion
P07954-2,Mitochondrion
Q92947,Mitochondrion
Q92947,Mitochondrion
Q92947,Mitochondrion
Q92947,Mitochondrion
Q92947,Mitochondrion
P00367,Mitochondrion
P00367,Mitochondrion
P00367,Mitochondrion
P00367,Mitochondrion
P00367,Mitochondrion
P00367,Mitochondrion
P00505,Mitochondrion
P00505,Mitochondrion
P00505,Mitochondrion
P00505,Mitochondrion
P00505,Mitochondrion
P00505,Mitochondrion
Q9HAV7,Mitochondrion
Q9HAV7,Mitochondrion
Q9HAV7,Mitochondrion
Q9HAV7,Mitochondrion
Q9HAV7,Mitochondrion
Q9HAV7,Mitochondrion
Q8TAA5,Mitochondrion
Q8TAA5,Mitochondrion
P00390,Mitochondrion
P00390,Mitochondrion
P00390,Mitochondrion
P00390,Mitochondrion
P00390,Mitochondrion
P00390,Mitochondrion
Q16836,Mitochondrion
Q16836,Mitochondrion
Q16836,Mitochondrion
Q16836,Mitochondrion
Q16836,Mitochondrion
Q16836,Mitochondrion
Q16775,Mitochondrion
Q16775,Mitochondrion
Q16775,Mitochondrion
Q16775,Mitochondrion
Q16775,Mitochondrion
Q16775,Mitochondrion
P49590,Mitochondrion
P49590,Mitochondrion
P49590,Mitochondrion
P49590,Mitochondrion
P49590,Mitochondrion
P49590,Mitochondrion
P53701,Mitochondrion
P53701,Mitochondrion
P53701,Mitochondrion
P53701,Mitochondrion
P53701,Mitochondrion
P53701,Mitochondrion
P38646,Mitochondrion
P38646,Mitochondrion
P38646,Mitochondrion
P38646,Mitochondrion
P38646,Mitochondrion
P38646,Mitochondrion
P10809,Mitochondrion
P10809,Mitochondrion
P10809,Mitochondrion
P10809,Mitochondrion
P10809,Mitochondrion
P10809,Mitochondrion
P61604,Mitochondrion
P61604,Mitochondrion
P61604,Mitochondrion
P61604,Mitochondrion
P61604,Mitochondrion
P61604,Mitochondrion
Q9NSE4,Mitochondrion
Q9NSE4,Mitochondrion
Q9NSE4,Mitochondrion
Q9NSE4,Mitochondrion
Q9NSE4,Mitochondrion
Q9NSE4,Mitochondrion
O43837,Mitochondrion
O43837,Mitochondrion
O43837,Mitochondrion
O43837,Mitochondrion
O43837,Mitochondrion
O43837,Mitochondrion
Q16891-2,Mitochondrion
Q16891-2,Mitochondrion
Q16891-2,Mitochondrion
Q16891-2,Mitochondrion
Q16891-2,Mitochondrion
Q16891-2,Mitochondrion
P26440,Mitochondrion
P26440,Mitochondrion
P26440,Mitochondrion
P26440,Mitochondrion
P26440,Mitochondrion
P26440,Mitochondrion
O15091,Mitochondrion
O15091,Mitochondrion
O15091,Mitochondrion
O15091,Mitochondrion
O15091,Mitochondrion
O15091,Mitochondrion
P83111,Mitochondrion
P83111,Mitochondrion
P83111,Mitochondrion
P83111,Mitochondrion
P83111,Mitochondrion
Q15031,Mitochondrion
Q15031,Mitochondrion
Q15031,Mitochondrion
Q15031,Mitochondrion
Q15031,Mitochondrion
Q15031,Mitochondrion
O95202,Mitochondrion
O95202,Mitochondrion
O95202,Mitochondrion
O95202,Mitochondrion
O95202,Mitochondrion
O95202,Mitochondrion
P36776,Mitochondrion
P36776,Mitochondrion
P36776,Mitochondrion
P36776,Mitochondrion
P36776,Mitochondrion
P36776,Mitochondrion
Q7Z434,Mitochondrion
Q7Z434,Mitochondrion
Q7Z434,Mitochondrion
Q7Z434,Mitochondrion
Q8IVS2,Mitochondrion
Q8IVS2,Mitochondrion
Q8IVS2,Mitochondrion
Q8IVS2,Mitochondrion
Q8IVS2,Mitochondrion
Q9HCC0,Mitochondrion
Q9HCC0,Mitochondrion
Q9HCC0,Mitochondrion
Q9HCC0,Mitochondrion
Q9HCC0,Mitochondrion
Q9HCC0,Mitochondrion
P40926,Mitochondrion
P40926,Mitochondrion
P40926,Mitochondrion
P40926,Mitochondrion
P40926,Mitochondrion
P40926,Mitochondrion
P23368,Mitochondrion
P23368,Mitochondrion
P23368,Mitochondrion
P23368,Mitochondrion
P23368,Mitochondrion
P23368,Mitochondrion
Q8IWA4,Mitochondrion
Q8IWA4,Mitochondrion
Q8IWA4,Mitochondrion
Q8IWA4,Mitochondrion
Q8IWA4,Mitochondrion
O95140,Mitochondrion
O95140,Mitochondrion
O95140,Mitochondrion
O95140,Mitochondrion
O95140,Mitochondrion
O95140,Mitochondrion
Q8IYU8,Mitochondrion
Q8IYU8,Mitochondrion
Q8IYU8,Mitochondrion
Q8IYU8,Mitochondrion
Q8IYU8,Mitochondrion
Q8IYU8,Mitochondrion
Q99797,Mitochondrion
Q99797,Mitochondrion
Q99797,Mitochondrion
Q99797,Mitochondrion
Q99797,Mitochondrion
Q99797,Mitochondrion
Q96EY8,Mitochondrion
Q96EY8,Mitochondrion
Q96EY8,Mitochondrion
Q96EY8,Mitochondrion
Q96EY8,Mitochondrion
Q96EY8,Mitochondrion
Q9BYD6,Mitochondrion
Q9BYD6,Mitochondrion
Q9BYD6,Mitochondrion
Q9BYD6,Mitochondrion
Q7Z7H8,Mitochondrion
Q7Z7H8,Mitochondrion
Q7Z7H8,Mitochondrion
Q7Z7H8,Mitochondrion
Q7Z7H8,Mitochondrion
Q9Y3B7,Mitochondrion
Q9Y3B7,Mitochondrion
Q9Y3B7,Mitochondrion
Q9Y3B7,Mitochondrion
Q9Y3B7,Mitochondrion
Q9Y3B7,Mitochondrion
Q9BYD1,Mitochondrion
Q9BYD1,Mitochondrion
Q9BYD1,Mitochondrion
Q9BYD1,Mitochondrion
Q9BYD1,Mitochondrion
Q9BYD1,Mitochondrion
Q6P1L8,Mitochondrion
Q6P1L8,Mitochondrion
Q6P1L8,Mitochondrion
Q6P1L8,Mitochondrion
Q6P1L8,Mitochondrion
Q6P1L8,Mitochondrion
Q9P015,Mitochondrion
Q9P015,Mitochondrion
Q9P015,Mitochondrion
Q9P015,Mitochondrion
Q9P015,Mitochondrion
Q9P015,Mitochondrion
Q9NX20,Mitochondrion
Q9NX20,Mitochondrion
Q9NX20,Mitochondrion
Q9NX20,Mitochondrion
Q9NRX2,Mitochondrion
Q9NRX2,Mitochondrion
Q9NRX2,Mitochondrion
Q9NRX2,Mitochondrion
Q9NRX2,Mitochondrion
Q9H0U6,Mitochondrion
Q9H0U6,Mitochondrion
Q9H0U6,Mitochondrion
Q9H0U6,Mitochondrion
Q9H0U6,Mitochondrion
P49406,Mitochondrion
P49406,Mitochondrion
P49406,Mitochondrion
P49406,Mitochondrion
P49406,Mitochondrion
P49406,Mitochondrion
Q5T653,Mitochondrion
Q5T653,Mitochondrion
Q5T653,Mitochondrion
Q5T653,Mitochondrion
Q5T653,Mitochondrion
Q5T653,Mitochondrion
Q9BYC9,Mitochondrion
Q9BYC9,Mitochondrion
Q9BYC9,Mitochondrion
Q7Z2W9,Mitochondrion
Q7Z2W9,Mitochondrion
Q9NWU5,Mitochondrion
Q9NWU5,Mitochondrion
Q9NWU5,Mitochondrion
Q9NWU5,Mitochondrion
Q9NWU5,Mitochondrion
Q9NWU5,Mitochondrion
Q16540,Mitochondrion
Q96A35,Mitochondrion
Q96A35,Mitochondrion
Q96A35,Mitochondrion
Q96A35,Mitochondrion
Q96A35,Mitochondrion
Q96A35,Mitochondrion
Q9P0M9,Mitochondrion
Q9P0M9,Mitochondrion
Q9P0M9,Mitochondrion
Q13084,Mitochondrion
Q13084,Mitochondrion
P09001,Mitochondrion
P09001,Mitochondrion
P09001,Mitochondrion
P09001,Mitochondrion
P09001,Mitochondrion
P09001,Mitochondrion
Q8TCC3,Mitochondrion
Q8TCC3,Mitochondrion
Q8TCC3,Mitochondrion
Q8TCC3,Mitochondrion
Q8TCC3,Mitochondrion
Q9BYC8,Mitochondrion
Q9BYC8,Mitochondrion
Q9BYC8,Mitochondrion
Q9BZE1,Mitochondrion
Q9BZE1,Mitochondrion
Q9BZE1,Mitochondrion
Q9BZE1,Mitochondrion
Q9BZE1,Mitochondrion
Q9BZE1,Mitochondrion
Q96DV4,Mitochondrion
Q96DV4,Mitochondrion
Q96DV4,Mitochondrion
Q96DV4,Mitochondrion
Q96DV4,Mitochondrion
Q96DV4,Mitochondrion
Q9NYK5,Mitochondrion
Q9NYK5,Mitochondrion
Q9NYK5,Mitochondrion
Q9NYK5,Mitochondrion
Q9NYK5,Mitochondrion
Q9NYK5,Mitochondrion
Q9BYD3,Mitochondrion
Q9BYD3,Mitochondrion
Q9BYD3,Mitochondrion
Q9BYD3,Mitochondrion
Q9BYD3,Mitochondrion
Q9BYD3,Mitochondrion
Q9H9J2,Mitochondrion
Q9H9J2,Mitochondrion
Q9H9J2,Mitochondrion
Q9H9J2,Mitochondrion
Q9H9J2,Mitochondrion
Q9H9J2,Mitochondrion
Q9BRJ2,Mitochondrion
Q9BRJ2,Mitochondrion
Q9BRJ2,Mitochondrion
Q9BRJ2,Mitochondrion
Q9BRJ2,Mitochondrion
Q9BRJ2,Mitochondrion
Q9H2W6,Mitochondrion
Q9H2W6,Mitochondrion
Q9H2W6,Mitochondrion
Q9H2W6,Mitochondrion
Q9H2W6,Mitochondrion
Q9HD33,Mitochondrion
Q9HD33,Mitochondrion
Q9HD33,Mitochondrion
Q9HD33,Mitochondrion
Q96GC5,Mitochondrion
Q96GC5,Mitochondrion
Q96GC5,Mitochondrion
Q13405,Mitochondrion
Q13405,Mitochondrion
Q13405,Mitochondrion
Q8N5N7,Mitochondrion
Q8N5N7,Mitochondrion
Q8N5N7,Mitochondrion
Q8N5N7,Mitochondrion
Q8N5N7,Mitochondrion
Q96EL3,Mitochondrion
Q96EL3,Mitochondrion
Q96EL3,Mitochondrion
Q7Z7F7,Mitochondrion
Q7Z7F7,Mitochondrion
Q7Z7F7,Mitochondrion
Q7Z7F7,Mitochondrion
Q9BYD2,Mitochondrion
Q9BYD2,Mitochondrion
Q9BYD2,Mitochondrion
Q9BYD2,Mitochondrion
Q9BYD2,Mitochondrion
Q9BYD2,Mitochondrion
P82664,Mitochondrion
P82664,Mitochondrion
P82664,Mitochondrion
P82664,Mitochondrion
P82664,Mitochondrion
P82912,Mitochondrion
P82912,Mitochondrion
P82912,Mitochondrion
P82914,Mitochondrion
Q9Y3D3,Mitochondrion
Q9Y3D3,Mitochondrion
Q9Y3D3,Mitochondrion
Q9Y3D3,Mitochondrion
Q9Y2R5,Mitochondrion
Q9Y2R5,Mitochondrion
Q9Y2R5,Mitochondrion
Q9Y2R5,Mitochondrion
Q9Y2R5,Mitochondrion
Q9Y676,Mitochondrion
Q9Y676,Mitochondrion
Q9Y676,Mitochondrion
Q9Y676,Mitochondrion
Q9Y399,Mitochondrion
Q9Y399,Mitochondrion
Q9Y399,Mitochondrion
Q9Y399,Mitochondrion
Q9Y399,Mitochondrion
Q9Y399,Mitochondrion
P82650,Mitochondrion
P82650,Mitochondrion
P82650,Mitochondrion
P82650,Mitochondrion
P82650,Mitochondrion
P82650,Mitochondrion
Q9Y3D9,Mitochondrion
Q9Y3D9,Mitochondrion
Q9Y3D9,Mitochondrion
Q9Y3D9,Mitochondrion
Q9Y3D9,Mitochondrion
Q9Y3D9,Mitochondrion
Q96EL2,Mitochondrion
Q96EL2,Mitochondrion
Q96EL2,Mitochondrion
P82663,Mitochondrion
P82663,Mitochondrion
P82663,Mitochondrion
P82663,Mitochondrion
P82663,Mitochondrion
P82663,Mitochondrion
Q9BYN8,Mitochondrion
Q9BYN8,Mitochondrion
Q9BYN8,Mitochondrion
Q9BYN8,Mitochondrion
